_recordId,prolific_id,age,country,gender,education,considered_CS,carried_out_CS_activities,extraversion_enthusiastic,critical_quarrelsome,dependable_self-disciplined,anxious_easily_upset,openness_to_experiences,reserved_quiet,sympathetic_warm,disorganized_careless,calm_emotionally_stable,conventional_uncreative,philosophy1,philosophy2,philosophy3,philosophy4,philosophy5,philosophy6,philosophy7,philosophy8,philosophy9,philosophy10,philosophy11,philosophy12,philosophy13,philosophy14,philosophy15,philosophy16,philosophy17,philosophy18,philosophy19,philosophy20,philosophy21,philosophy22,philosophy23,philosophy24,philosophy25,philosophy26,philosophy27,philosophy28,philosophy29,philosophy30,philosophy31,philosophy32,philosophy33,philosophy34,philosophy35,QID139_17,authority_edu,social_proof_edu,appeal_finances_edu,awareness_words_edu,semantic_repetition_priming_edu,appeal_to_common_sense,flattery_edu,hypocrisy_induction_edu,scarcity_edu,device_rhetorical_question_edu,device_hypophora_edu,semantic_repetition_edu,device_epistrophe,device_anaphora_edu,device_antanagoge_edu,Illusion_of_superiority_edu,appeal_finances_cs,awareness_words_cs,authority_cs,social_proof_cs,QID161_TEXT,QID141_TEXT,SC_6X9hnx1aa222uxf
R_2bIejFfzkNpSLmp,5ee155807f0ed4171ff749ca,20,United States of America (USA),Other,High School,No,Yes and it made me LESS interested in the subject,Disagree moderately,Agree a little,Disagree strongly,Agree a little,Agree moderately,Agree moderately,Agree a little,Agree strongly,Neither agree nor disagree,Disagree moderately,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					",7,7,7,3,8,8,8,4,6,8,6,6,6,7,8,3,4,6,6,7,6,"I thought most of the phrases were nice, though the ones that include phrasing like 'only smart people get this', etc, are a bit of a turn-off for me. Not sure why. I guess it feels a bit bait-y.",,227
R_3PLvQdFgf0b3jCc,5e9f840678eeb111db8791a7,22,Canada,Male,High School,Yes,Yes and it made me MORE interested in the subject,Disagree strongly,Agree moderately,Disagree a little,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Disagree a little,Agree strongly,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					",Disagree Very Much,Agree Strongly,"Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Agree Strongly,"Neutral					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					","Neutral					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,10,2,6,1,3,1,1,1,1,1,1,2,1,1,2,1,1,4,3,3,5,"Most of the early statements he was making about success/college implied heavily that anyone who is unsuccessful deserves it because they're stupid, lazy, or both. Definitely not the message that was intended, just be careful with how things are worded.",,77
R_2QMMxxS8PFEaeRD,5e8b72d272769b04537ec8d4,30,United States of America (USA),Female,High School,Yes,Yes and it made me MORE interested in the subject,Agree a little,Agree a little,Disagree moderately,Disagree a little,Agree strongly,Agree a little,Agree moderately,Agree strongly,Agree a little,Disagree strongly,"Neutral					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Agree Strongly,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",10,10,9,7,10,8,8,10,7,7,6,8,10,8,10,7,7,8,10,9,7,"I dont think he needs a chalkboard, right? Just use a speech bubble :)",,239
R_8hNUsNnveqbd1ux,5ef13741cace093c92245134,25,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Agree moderately,Agree a little,Neither agree nor disagree,Disagree strongly,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					","Neutral					",6,5,5,2,7,1,3,6,5,5,4,3,5,6,5,6,4,4,5,4,5,none,5ef13741cace093c92245134,247
R_PXlOPLJktaAK4U1,5e7e35796c12324f2a9aa602,21,Great Britain,Female,High School,No,Other,Disagree strongly,Agree a little,Agree a little,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Agree moderately,Disagree a little,Disagree a little,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",8,6,6,6,4,7,4,1,1,1,3,1,1,2,6,0,1,3,2,6,9,None - Galileo was easy to understand and worked well. ,,140
R_31Eg7mSrho5bnMo,5e20f3bdb5dc49402a501a28,43,Great Britain,Female,Masters Degree,No,Yes and it didn’t change my mind about the subject,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree strongly,Agree a little,Disagree a little,Disagree strongly,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",10,7,8,7,8,8,5,5,6,7,7,4,5,9,9,9,6,8,9,9,9,"Some statements seemed a little condescending, avoid that tone. ",,117
R_2BwwwAUMDrr1ZzR,5ee017a414f708352f6d58d2,21,Canada,Male,High School,Yes,Yes and it made me LESS interested in the subject,Disagree strongly,Agree moderately,Agree moderately,Disagree moderately,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree moderately,Agree moderately,Disagree strongly,"Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					",Agree Strongly,Disagree Very Much,"Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					",Agree Strongly,9,4,4,0,6,7,2,8,6,9,3,6,3,7,9,5,8,10,8,9,6,Galileo is a shill for big university as well as big computer science. He needs to maybe explain some downsides in order to not be seen as a sell out.,,62
R_31utI5cei8HapTl,5eaa07e7fbc1bf1801ed3af2,26,Canada,Male,High School,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Agree moderately,Agree moderately,Agree a little,Agree moderately,Agree moderately,Agree a little,Disagree a little,Agree a little,Agree a little,"Agree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Neutral					",10,5,7,2,3,4,6,1,7,7,1,8,5,6,3,1,6,7,5,6,3,Galileo should move more.,5eaa07e7fbc1bf1801ed3af2,88
R_V2KdZTXWAAGBoFH,5ee3d14537ab2c0a5e344d98,24,Canada,Male,High School,No,Yes and it made me MORE interested in the subject,Disagree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree moderately,Agree a little,Disagree strongly,Agree strongly,Agree a little,"Agree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Agree Slightly					",Disagree Very Much,"Neutral					",Agree Strongly,Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Agree Strongly,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,Agree Strongly,"Agree Slightly					",7,10,10,10,10,10,10,10,9,9,8,9,9,9,9,9,4,7,8,8,10,Perfect,,95
R_1LcWvheYsIODvM6,56a4d5532ff2cc0005076903,38,United States of America (USA),Female,Trade School,No,Yes and it made me MORE interested in the subject,Disagree moderately,Disagree moderately,Agree strongly,Disagree a little,Agree moderately,Agree a little,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",8,3,4,1,2,0,2,2,9,6,3,5,7,5,8,7,5,6,4,4,6,I wasn't that persuaded by a lot of the things that he said as they were very generic.,12DFEA33,235
R_2xRAp50sQVHu5ja,5e9b13855e1ac5000c8b999b,28,Canada,Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree moderately,Disagree strongly,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Agree Strongly,Agree Strongly,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Neutral					","Disagree Slightly					","Agree Slightly					",Agree Strongly,8,10,10,5,8,10,6,2,10,10,8,10,10,10,10,10,10,10,10,10,10,I think a lot of the statements were done well.,https://app.prolific.co/submissions/complete?cc=12DFEA33,68
R_2xLxnjVMtEitTe3,5ed50c6d5b338d0576043394,30,Canada,Female,Masters Degree,Yes,Yes and it made me MORE interested in the subject,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree moderately,Agree strongly,Disagree strongly,Agree Strongly,"Neutral					",Agree Strongly,"Disagree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					",Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,"Neutral					",Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,"Disagree Slightly					","Neutral					",Agree Strongly,"Neutral					",Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					",Agree Strongly,9,10,8,7,8,10,9,10,9,8,10,10,10,9,10,8,2,10,4,8,10,Students should be encouraged to study computer science ,5ed50c6d5b338d0576043394,29
R_2Vm9vScIkhhEAX0,5ee1f41675cba823a5bdd884,25,England/United Kingdom,Female,High School,No,Yes and it didn’t change my mind about the subject,Agree a little,Neither agree nor disagree,Agree a little,Agree moderately,Agree a little,Agree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree a little,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",9,5,7,3,6,6,5,5,6,6,6,3,8,6,5,4,6,6,5,5,4,Non,,63
R_3k7gYQkyl0koXOs,5cd9dd09c8e37500018ab627,29,England/United Kingdom,Female,High School,Yes,Other,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree Strongly,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					",Agree Strongly,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Disagree Very Much,"Disagree Slightly					",Agree Strongly,Agree Strongly,"Agree Slightly					",Agree Strongly,"Neutral					",10,7,10,6,10,5,10,10,9,10,10,9,10,10,10,8,10,7,10,10,10,No suggestions to add ,  https://app.prolific.co/submissions/complete?cc=12DFEA33,44
R_1Du00mLJrXQL0uh,5c251fdd17d86a00017d3c96,22,Great Britain,Female,Bachelors Degree,No,Other,Agree moderately,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,Agree a little,Disagree a little,Agree Strongly,"Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					","Disagree Slightly					",10,0,1,2,8,3,2,4,10,10,0,10,2,0,9,1,0,1,10,2,10,Providing statistics when he says things like “statistics show...” would be a lot more convincing to me. ,,88
R_USgrKg4TSFuEESZ,5eeb824096011c2fef2eae1c,20,England/United Kingdom,Female,High School,No,Yes and it made me LESS interested in the subject,Agree moderately,Agree a little,Agree a little,Disagree moderately,Agree moderately,Disagree moderately,Disagree a little,Disagree strongly,Agree a little,Disagree a little,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",10,8,5,3,7,5,6,4,6,6,7,8,9,8,7,8,9,8,6,8,5,The more factual are good but they cannot be too long as people lose interest,,47
R_1db698x4Fg330wn,5ef20e0b86d17511ffd1a15e,27,Great Britain,Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree strongly,Disagree a little,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Agree strongly,Disagree moderately,Agree a little,Agree moderately,"Neutral					","Disagree Slightly					",Agree Strongly,Agree Strongly,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Agree Strongly,"Neutral					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,"Disagree Slightly					",Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,8,2,4,3,2,6,8,10,5,1,4,10,10,8,10,7,4,4,7,9,9,All good,,125
R_cU4rA7tMyEdPPc5,57fd0c8bbd8a970001fde914,26,Canada,Female,Bachelors Degree,No,Other,Agree moderately,Disagree moderately,Agree moderately,Agree a little,Agree a little,Agree moderately,Agree strongly,Disagree a little,Agree a little,Agree a little,"Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",8,8,9,6,5,5,5,4,6,8,5,4,3,7,9,4,6,6,7,6,9,No suggestions,,88
R_eagv3cJaJ7FOyLD,5ed0f5328a1fa9000d1072ad,24,England/United Kingdom,Female,High School,No,Yes and it didn’t change my mind about the subject,Agree a little,Neither agree nor disagree,Agree moderately,Agree a little,Agree strongly,Disagree a little,Agree moderately,Disagree strongly,Agree a little,Neither agree nor disagree,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",10,7,7,3,9,6,9,3,3,9,9,7,8,7,9,9,3,7,5,6,6,n/a,,38
R_1K1kk7hnJRnXbPy,5ec9adfa68f3910f2f3b0fde,25,England/United Kingdom,Female,High School,No,Other,Agree a little,Disagree moderately,Disagree moderately,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					",Disagree Very Much,10,6,10,5,8,5,5,6,6,4,8,3,5,7,4,8,8,9,7,6,5,N/A,5ec9adfa68f3910f2f3b0fde,66
R_1OwMaCx3rhqnu41,59d3f0586cc82800013e31c3,22,England/United Kingdom,Female,Bachelors Degree,No,Yes and it made me LESS interested in the subject,Agree moderately,Disagree a little,Agree a little,Agree a little,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree moderately,Agree moderately,"Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",8,6,7,2,5,7,8,5,5,8,4,4,9,4,6,6,7,4,8,2,5,Not sure what kind of suggestions you mean,59d3f0586cc82800013e31c3,65
R_31SMwlS1YBiE98g,5ef23a17db73ad07a4d30a39,23,England/United Kingdom,Female,Bachelors Degree,No,Yes and it made me LESS interested in the subject,Agree moderately,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree moderately,Agree a little,Disagree strongly,Disagree a little,Disagree moderately,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,10,10,10,2,8,7,7,5,7,2,5,4,3,6,10,4,4,0,1,7,9,I would change the sliding bars to 'do you believe this to be true or false' as I think this fits the questions better.,,54
R_1gncyauoc4chG14,5ef3c245f4c52415dc056392,30,Great Britain,Female,High School,No,Yes and it didn’t change my mind about the subject,Disagree a little,Agree a little,Agree moderately,Agree moderately,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Agree Strongly,"Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					",10,9,10,10,10,10,10,8,10,10,10,9,7,8,8,7,8,7,8,10,10,Although I fully agree that working hard and being dedicated usually does pay off sometimes things happen in life that puts the plan off course and it's not always easy to get back on. ,,88
R_3wxUEJnhpRoBJy9,5e9df18a35314b1766f9f4d3,21,England/United Kingdom,Female,Bachelors Degree,No,Yes and it made me LESS interested in the subject,Disagree strongly,Disagree strongly,Agree strongly,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Disagree moderately,Agree moderately,Disagree strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Agree Strongly,Agree Strongly,"Disagree Slightly					","Disagree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					",Disagree Very Much,9,6,7,8,8,9,9,7,7,3,8,7,9,8,9,8,10,8,9,9,9,"Sometimes I could see the whole of the text box, I had to guess about three answers ",,52
R_1go06lcHwNc4zWa,5c5096d9ad56b300019e2ea5,23,England/United Kingdom,Female,Bachelors Degree,No,Yes and it made me LESS interested in the subject,Agree strongly,Agree moderately,Agree moderately,Disagree a little,Agree a little,Disagree strongly,Agree a little,Agree a little,Disagree moderately,Agree a little,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",10,6,9,1,10,8,7,7,6,6,3,5,6,6,10,8,1,8,10,8,9,"I find statements more persuasive when they aren't comparing you to others, e.g people that don't get a college degree or don't do computer science.

Wholly positive statements tend to appeal better than ones with some negativity in.

I particularly respond well to statements that suggest more than money and power as a means of success e.g fulfilment, happiness, the idea of achieving ",,63
